dataset,target,split,task,features,head,n_request,n_train,seed,n_test,auc,ap,degenerate,spearman,pearson,r2,rmse
TAP,SFvCSP,cluster,regression,aac,gbm,all,180,13,61,,,False,0.5565156959500145,0.5210345660193773,0.15147231871705147,6.6976135106455335
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,14,59,,,False,0.13993926950744795,0.20554309762839595,-1.5302359225978028,9.421981138636092
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,14,59,,,False,0.19463322490464996,0.17180107948036658,-0.3831711287977764,6.966260000201012
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,14,59,,,False,0.19208727834522962,0.34368558454051285,-0.42925795587357185,7.081365830585165
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,14,59,,,False,0.13996853326100447,0.24555649033303253,-0.3218423610874237,6.810069665580966
TAP,SFvCSP,cluster,regression,aac,gbm,all,182,14,59,,,False,0.15580022393510093,0.29558160751284324,-0.19608618769087238,6.4780300682111305
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,15,58,,,False,0.31364970034028705,0.2554779289079227,-0.11937541995220013,8.29640156384104
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,15,58,,,False,0.2861414325732593,0.3597785023280118,0.05338594467050928,7.629364354202557
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,15,58,,,False,0.5607928496066515,0.5175963462136152,0.24590394696538687,6.809499862752655
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,15,58,,,False,0.5856519448899565,0.5481780313748688,0.21717647279787566,6.937992346421038
TAP,SFvCSP,cluster,regression,aac,gbm,all,183,15,58,,,False,0.4293507683503163,0.41268750228671536,0.08201364476121908,7.513114276295887
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,16,55,,,False,0.08975217968195184,0.12102712000013366,-0.06586018332143406,7.968081317974375
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,16,55,,,False,0.40352377807931444,0.44758394854998995,0.17131453793108975,7.025843928078456
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,16,55,,,False,0.5002799492569616,0.4618985590326309,0.20896809963743568,6.864369249633043
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,16,55,,,False,0.5534958434046676,0.5225310443779709,0.24895519007161993,6.688620611726361
TAP,SFvCSP,cluster,regression,aac,gbm,all,186,16,55,,,False,0.5517990001041642,0.5078290752617569,0.2374846199828119,6.7395041043108455
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,17,58,,,False,0.1092908625905878,0.08909369888073208,-0.1494654035497609,7.303113110922239
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,17,58,,,False,0.3860132326213069,0.4145563458733334,0.13988404556249812,6.317402917020787
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,17,58,,,False,0.34841274143418155,0.34214462231745063,-0.0163546591181305,6.867247754461653
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,17,58,,,False,0.5547073282175987,0.5182646527061678,0.1989045037266285,6.096803808496607
TAP,SFvCSP,cluster,regression,aac,gbm,all,183,17,58,,,False,0.5700431550899889,0.56926358321015,0.30539264865188553,5.67714206941845
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,18,56,,,False,0.18595190859514965,0.13423085227932408,-0.5039451088660158,9.936111613699586
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,18,56,,,False,0.18109712443988005,0.21269283808525352,-0.07621451237482257,8.40523558610759
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,18,56,,,False,0.3518350967737976,0.42110762868568846,0.16798281973722173,7.390377379041958
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,18,56,,,False,0.4191524911521483,0.3930216732295044,0.13490726738989234,7.53584227946258
TAP,SFvCSP,cluster,regression,aac,gbm,all,185,18,56,,,False,0.5483171005789684,0.44248732144664316,0.1905234563059066,7.289581617292765
TAP,SFvCSP,cluster,regression,aac,gbm,25,25,19,64,,,False,0.1274992532317097,0.11048043808215055,-0.43502704559185124,7.231749144169379
TAP,SFvCSP,cluster,regression,aac,gbm,50,50,19,64,,,False,-0.09570472912606924,-0.1195872610098592,-0.47661161893759574,7.335782569343802
TAP,SFvCSP,cluster,regression,aac,gbm,100,100,19,64,,,False,0.15020962759288148,0.15454541128762464,-0.3591266240819866,7.03790288498405
TAP,SFvCSP,cluster,regression,aac,gbm,150,150,19,64,,,False,0.22900774469452284,0.27653377503209176,-0.08965902319103614,6.301712990971432
TAP,SFvCSP,cluster,regression,aac,gbm,all,177,19,64,,,False,0.48611671018948555,0.47442114669123236,0.16953438748121008,5.501411574535982
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,0,63,,,False,0.432198198587883,0.5264495153532583,-0.42250311530087825,7.329564683145806
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,0,63,,,False,0.7310033764048759,0.764953720196128,0.5689300985011929,4.034831650092007
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,0,63,,,False,0.7369212633498062,0.759692002410833,0.5015442529815463,4.338752456339785
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,0,63,,,False,0.7771677058655319,0.7936112585286543,0.5754871036332145,4.004027143215251
TAP,SFvCSP,cluster,regression,biophys,linear,all,178,0,63,,,False,0.7806799477108971,0.794496146493996,0.5873778306294545,3.947551892769121
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,1,60,,,False,0.6014434562487009,0.5584605801056728,-1.005749628069446,9.328701441563258
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,1,60,,,False,0.7937204911923881,0.7616364068597481,0.5654521979096973,4.342117911361278
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,1,60,,,False,0.7660176748342982,0.7630049470955227,0.5787594595106293,4.275116110645275
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,1,60,,,False,0.7861196179604699,0.7686082542287016,0.5862869280837173,4.236746267352719
TAP,SFvCSP,cluster,regression,biophys,linear,all,181,1,60,,,False,0.7826393646491521,0.7704097598406376,0.5891993256188661,4.2218073123937785
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,2,68,,,False,0.7378461428599933,0.7457462994587732,0.5425881385094875,5.243922010547078
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,2,68,,,False,0.7709963890692298,0.7912528681426956,0.6061082009248069,4.866211517130459
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,2,68,,,False,0.7952619871589881,0.8465427230756424,0.7164617287677201,4.128652743864348
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,2,68,,,False,0.8018156093202377,0.8568930294651362,0.7339959485855201,3.9989561181388433
TAP,SFvCSP,cluster,regression,biophys,linear,all,173,2,68,,,False,0.8141394760666109,0.875041081411615,0.7656535005656091,3.753459621002476
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,3,63,,,False,0.5640207925165802,0.5932759623306574,0.30124030733101215,5.778823586032926
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,3,63,,,False,0.8095594614216178,0.8057261865475416,0.647486588700224,4.10452907355814
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,3,63,,,False,0.8516154341549369,0.870040646124992,0.7510783966998529,3.449108123127363
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,3,63,,,False,0.8660984447535613,0.8757287017766265,0.758254921759968,3.3990248098724947
TAP,SFvCSP,cluster,regression,biophys,linear,all,178,3,63,,,False,0.8584126016498137,0.8808745178847003,0.7674333180135261,3.33387461721976
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,4,57,,,False,0.7732919359056503,0.7622914989738769,0.5047309053074924,4.904962881412397
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,4,57,,,False,0.7903016317504392,0.7749441760128746,0.5561977542350635,4.643119473348456
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,4,57,,,False,0.8329881776204724,0.8556060225790275,0.719656624810455,3.6902879902111816
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,4,57,,,False,0.859768710200531,0.8550760452279099,0.7179108432967036,3.7017604174010246
TAP,SFvCSP,cluster,regression,biophys,linear,all,184,4,57,,,False,0.8766160997872591,0.853481954791706,0.7200850578211433,3.6874670822639612
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,5,68,,,False,0.8011712930893248,0.8591868241890891,0.3751555957928997,5.2021441163148925
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,5,68,,,False,0.7598929229628487,0.844561988309092,0.6305738312370555,4.000002520266916
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,5,68,,,False,0.7379823105659327,0.8265005742675526,0.6680684086078039,3.791584428539376
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,5,68,,,False,0.7704849642088272,0.859254175682892,0.720891339416482,3.47682709353812
TAP,SFvCSP,cluster,regression,biophys,linear,all,173,5,68,,,False,0.7873481056870819,0.8671772626056602,0.7412993598030069,3.34730424818304
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,6,56,,,False,0.7611916384088887,0.7195298852247236,0.48664019147735693,5.289174064765098
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,6,56,,,False,0.776512595098941,0.7458408662380991,0.5439914344923895,4.984980086402144
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,6,56,,,False,0.8140626184151849,0.8300323817802047,0.6831037623567396,4.155616568156394
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,6,56,,,False,0.8126946758535731,0.8421544515000547,0.7037338968321027,4.018073809188012
TAP,SFvCSP,cluster,regression,biophys,linear,all,185,6,56,,,False,0.8171404891788117,0.8410835431465483,0.698834948727735,4.051158302355481
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,7,59,,,False,0.6465902577495293,0.7363790124361839,0.38066757701025267,5.438384849596949
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,7,59,,,False,0.7651786084967512,0.7668528482362307,0.5421129088964245,4.676137027444255
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,7,59,,,False,0.7751828551557424,0.8111158633605334,0.6558623599620201,4.053910134198133
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,7,59,,,False,0.7916810864881135,0.8256501021474513,0.674503138679925,3.942588326184976
TAP,SFvCSP,cluster,regression,biophys,linear,all,182,7,59,,,False,0.806043908445905,0.8322801325050141,0.6847528450655407,3.880016897798084
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,8,63,,,False,0.7777711620656785,0.7508399714480957,0.5167042969173499,5.703913049407961
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,8,63,,,False,0.816379998190817,0.8144292420014663,0.6299863111709383,4.990859283724529
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,8,63,,,False,0.8207979247125992,0.8028427489043513,0.6298946496063367,4.9914774252370036
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,8,63,,,False,0.83023403951184,0.8167572049586943,0.6478715136023039,4.868744781381545
TAP,SFvCSP,cluster,regression,biophys,linear,all,178,8,63,,,False,0.8337875891054474,0.8208416514112633,0.6500094837012251,4.853941833897
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,9,64,,,False,0.8303154585192632,0.8370516936030977,0.3665168476064904,5.4696846731227815
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,9,64,,,False,0.8361109674166995,0.8483454532980177,0.6466112749128943,4.085273152806064
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,9,64,,,False,0.8851780822716742,0.8895375380948221,0.7526266153717961,3.417993567147677
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,9,64,,,False,0.8936537276948023,0.8958897549962868,0.7991010928629865,3.0802328097218523
TAP,SFvCSP,cluster,regression,biophys,linear,all,177,9,64,,,False,0.8936766348445945,0.8964506660709815,0.7879253847198521,3.164747746666288
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,10,62,,,False,0.6451394718548321,0.6289000839044397,0.36825569840872374,5.652146717925012
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,10,62,,,False,0.7458047138210101,0.7357441580873347,0.5219276526923977,4.9168795800402245
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,10,62,,,False,0.8110670358967049,0.8268352723118754,0.6768812295974556,4.042256367628883
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,10,62,,,False,0.8248754345443808,0.8382663749715533,0.6946642907668351,3.9294481203533764
TAP,SFvCSP,cluster,regression,biophys,linear,all,179,10,62,,,False,0.8220784778839939,0.8522055202677059,0.7197442803531658,3.764610094727109
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,11,62,,,False,0.818648940895809,0.7917421082311538,0.6219823002493033,4.302178491316576
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,11,62,,,False,0.7786847123840478,0.7678641138884185,0.5742888977884912,4.565515750023825
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,11,62,,,False,0.7987802897492676,0.8084447795689791,0.5869439659453286,4.497144502597651
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,11,62,,,False,0.84257704995427,0.8485605913616948,0.7025621614403265,3.8161941845692384
TAP,SFvCSP,cluster,regression,biophys,linear,all,179,11,62,,,False,0.8402825737431847,0.8664391579737847,0.7164611497640294,3.7259639112938006
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,12,62,,,False,0.7452956606270438,0.8204044923970714,0.4638512497734911,5.496584724338465
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,12,62,,,False,0.8008666140287628,0.850007905415349,0.7137676064028581,4.016147630410288
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,12,62,,,False,0.8306925473141823,0.8641240391194914,0.7396335217319263,3.8303883867254065
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,12,62,,,False,0.8297352960769814,0.8678620540093466,0.7342594161578462,3.8697171303195437
TAP,SFvCSP,cluster,regression,biophys,linear,all,179,12,62,,,False,0.8245207959164392,0.8708635025294992,0.7546158485143691,3.7185492037988803
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,13,61,,,False,0.7410859483988448,0.6837472989416697,0.3530931507566385,5.8480078917994645
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,13,61,,,False,0.8074253925406681,0.7406016757818544,0.5309591195215716,4.979576670319406
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,13,61,,,False,0.8216882407227354,0.805225836752613,0.6387779275785723,4.369927334337083
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,13,61,,,False,0.8348661598223079,0.8433264356839159,0.7058985928581314,3.9430803461603188
TAP,SFvCSP,cluster,regression,biophys,linear,all,180,13,61,,,False,0.836162782384314,0.83808199152261,0.6954986892485318,4.012191546727735
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,14,59,,,False,0.6522598030220633,0.7154239037789237,0.19453693402270922,5.315994676090005
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,14,59,,,False,0.6088909202512481,0.7333745608700325,0.4082401359862491,4.556532526748288
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,14,59,,,False,0.6646091070229297,0.8236126549191813,0.6044688627734784,3.725221157326218
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,14,59,,,False,0.6786264449765197,0.8187886940766945,0.6213661717781633,3.6447809131782773
TAP,SFvCSP,cluster,regression,biophys,linear,all,182,14,59,,,False,0.6641701507195814,0.8257395644357088,0.6423677485412254,3.5422569435331828
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,15,58,,,False,0.7577865476695208,0.7310577835061857,0.34248858352831224,6.358483235694168
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,15,58,,,False,0.8847311965697686,0.8495109617092207,0.7087457867918885,4.231925268131809
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,15,58,,,False,0.9013963397522569,0.8878291449899206,0.7844087207318793,3.640973150860319
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,15,58,,,False,0.8808190465065967,0.8914634899712568,0.7919791533624969,3.5764759701523334
TAP,SFvCSP,cluster,regression,biophys,linear,all,183,15,58,,,False,0.8968372987337573,0.8922947249194128,0.794552089769364,3.5542890669272693
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,16,55,,,False,0.7695003852538703,0.8165450154580337,0.5854835469988702,4.969063250164923
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,16,55,,,False,0.814737505584315,0.8616531631290982,0.5619041455022804,5.108438978836333
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,16,55,,,False,0.8115243342280425,0.86545788815104,0.6834610121191296,4.342274186698754
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,16,55,,,False,0.8239076800168235,0.870559954313115,0.7054038963901772,4.189065368936863
TAP,SFvCSP,cluster,regression,biophys,linear,all,186,16,55,,,False,0.8163982458358717,0.8705384402885529,0.7308011934732843,4.004425361573659
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,17,58,,,False,0.8157243333790026,0.7740395058046005,0.5108412934534362,4.764144975257673
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,17,58,,,False,0.4692516664286776,0.5991866943709065,0.07032187367280507,6.567897723971734
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,17,58,,,False,0.8751583612177839,0.8758748531756972,0.7293765395747608,3.543584524200731
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,17,58,,,False,0.8520314415768903,0.8709194589584763,0.7535086240741599,3.3819013833674156
TAP,SFvCSP,cluster,regression,biophys,linear,all,183,17,58,,,False,0.8559731802107576,0.8751011670352135,0.7597060049584782,3.3391162090529205
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,18,56,,,False,0.7387477185004585,0.7867533910324878,0.5681279711601693,5.324489892985229
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,18,56,,,False,0.7974153918134346,0.8158878348437264,0.6012985812963274,5.1159272381412215
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,18,56,,,False,0.872938055186607,0.8401781700896127,0.6999854227030229,4.437840068783884
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,18,56,,,False,0.8634678072217502,0.8460571860242538,0.7071721333011345,4.384364678745234
TAP,SFvCSP,cluster,regression,biophys,linear,all,185,18,56,,,False,0.835296383672862,0.8376029492395745,0.6982825751049366,4.450416578534481
TAP,SFvCSP,cluster,regression,biophys,linear,25,25,19,64,,,False,0.7926150049769763,0.7847108717334039,0.43669429805306814,4.530909455414292
TAP,SFvCSP,cluster,regression,biophys,linear,50,50,19,64,,,False,0.7949319219572575,0.821845813574019,0.6696181966391294,3.4699352393872713
TAP,SFvCSP,cluster,regression,biophys,linear,100,100,19,64,,,False,0.7973176582537845,0.8149783199928757,0.5795836041843567,3.9142912062065025
TAP,SFvCSP,cluster,regression,biophys,linear,150,150,19,64,,,False,0.8077552545510909,0.8314642275219776,0.6451710099758659,3.596026283192464
TAP,SFvCSP,cluster,regression,biophys,linear,all,177,19,64,,,False,0.8145913066315242,0.8300148954558277,0.6497665294846449,3.5726636690506792
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,0,63,,,False,0.6622019265573114,0.6629532283054607,0.3520730017826996,4.946689001603532
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,0,63,,,False,0.6376402900907506,0.6658631527297418,0.4182959056743548,4.687082836540351
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,0,63,,,False,0.6214021856686857,0.6247090659232404,0.22745233093376327,5.401497905118397
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,0,63,,,False,0.5960707427702641,0.6715180816633077,0.35828810506057795,4.922906796488526
TAP,SFvCSP,cluster,regression,biophys,mlp,all,178,0,63,,,False,0.5808670657410121,0.6644230992177715,0.2833538375770672,5.202402605913794
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,1,60,,,False,0.7416559016550734,0.7553350736380554,0.5602746346552694,4.367909113103488
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,1,60,,,False,0.7397069598007354,0.7055747334193252,0.49082227413676993,4.700212924472081
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,1,60,,,False,0.625248388898115,0.6247084651168834,0.366420756555349,5.243041609332899
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,1,60,,,False,0.7141479794824174,0.7023014701478809,0.4794983812534126,4.752190875326444
TAP,SFvCSP,cluster,regression,biophys,mlp,all,181,1,60,,,False,0.702175908091484,0.7026903815785567,0.4538827426834927,4.867722187842556
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,2,68,,,False,0.7426610489376461,0.7437169378216941,0.5218983502132315,5.361207716758935
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,2,68,,,False,0.7248917526986893,0.7708948970474965,0.5820800811155478,5.012438399093584
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,2,68,,,False,0.7310250259166519,0.8067437719772954,0.6220028793297901,4.767017636777047
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,2,68,,,False,0.7300505806390316,0.8174895420985038,0.6277310539964729,4.730760017899412
TAP,SFvCSP,cluster,regression,biophys,mlp,all,173,2,68,,,False,0.721337893450898,0.81794282274839,0.6135024823039973,4.8203199694651975
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,3,63,,,False,0.5678877323281531,0.5822561549080789,0.3207864286324845,5.697425979674259
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,3,63,,,False,0.7607303394531212,0.7625925951869502,0.5592758633136534,4.589431920859786
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,3,63,,,False,0.7128139113531945,0.7680003425102058,0.5150354594106094,4.814270703220949
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,3,63,,,False,0.780953714119857,0.80397872727072,0.5870977297720956,4.442210654965647
TAP,SFvCSP,cluster,regression,biophys,mlp,all,178,3,63,,,False,0.7892400137160851,0.8158867943023491,0.6233399573474474,4.242777819070642
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,4,57,,,False,0.7235288371841591,0.7210174417588807,0.5129425754772683,4.864130240481582
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,4,57,,,False,0.8027018298662967,0.7967430093806838,0.6202269675838415,4.295138496153151
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,4,57,,,False,0.7806281787700057,0.825964200486612,0.6728329493088174,3.9865745550115244
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,4,57,,,False,0.8080254751306963,0.8133679161130032,0.649811457592739,4.124450324560643
TAP,SFvCSP,cluster,regression,biophys,mlp,all,184,4,57,,,False,0.8459402170137371,0.8098208206234376,0.6373919476338653,4.1969503647815785
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,5,68,,,False,0.7408310725616923,0.8077178197758668,0.5038658764552801,4.635493603630971
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,5,68,,,False,0.7149819033115785,0.7903761145556587,0.5728389976304387,4.301225733458283
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,5,68,,,False,0.7106036046738003,0.7964885515469375,0.6131871769642924,4.093048288380779
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,5,68,,,False,0.6663043996793376,0.7825562813659952,0.5599568124251245,4.365601479388184
TAP,SFvCSP,cluster,regression,biophys,mlp,all,173,5,68,,,False,0.6968568941036585,0.7975697083243276,0.6097864113479896,4.111001464425805
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,6,56,,,False,0.6930339002765806,0.6655346823180394,0.40548626383665043,5.691908031889339
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,6,56,,,False,0.7577375834408189,0.6832144468450083,0.44313173868898703,5.508751231099979
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,6,56,,,False,0.7391335646028984,0.7306225462510365,0.517799378538269,5.126144100871634
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,6,56,,,False,0.7972711234714002,0.7937363275867295,0.5881778006730585,4.737309993137426
TAP,SFvCSP,cluster,regression,biophys,mlp,all,185,6,56,,,False,0.7660136359385704,0.7917039347647745,0.5513668052734453,4.944502828800493
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,7,59,,,False,0.7047728501610302,0.5914139741302878,0.3006393211424153,5.779079041573838
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,7,59,,,False,0.6453031616881388,0.6782657682748598,0.3735859091944348,5.469388690278025
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,7,59,,,False,0.6696702303049211,0.733737227487476,0.483293343310629,4.967410573013852
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,7,59,,,False,0.6930427246924471,0.7037767848608546,0.43273766342399356,5.204751557678818
TAP,SFvCSP,cluster,regression,biophys,mlp,all,182,7,59,,,False,0.7370380082454371,0.7612449561601253,0.4827409428373768,4.9700651420223245
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,8,63,,,False,0.6973360868049734,0.7129747808321155,0.5036083283935988,5.780676590381466
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,8,63,,,False,0.7252362532088359,0.7609313987459995,0.5642811760321651,5.415886956581036
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,8,63,,,False,0.7497989642511349,0.7439931408871451,0.5301961620847591,5.623733211670704
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,8,63,,,False,0.7075405366514808,0.7282201950993233,0.5024100591128391,5.787649543753277
TAP,SFvCSP,cluster,regression,biophys,mlp,all,178,8,63,,,False,0.7276132897613165,0.7499625313940943,0.5425613637107387,5.549231606456011
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,9,64,,,False,0.8453654559327639,0.8427941482197278,0.5932827769581481,4.382692869506592
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,9,64,,,False,0.8014753569308352,0.796416832616037,0.5428079258246036,4.64669430116994
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,9,64,,,False,0.8155632540530618,0.8311133811199658,0.5286201785552281,4.718242401629727
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,9,64,,,False,0.7806069434701062,0.8122111343803198,0.5266672068414444,4.728006363741091
TAP,SFvCSP,cluster,regression,biophys,mlp,all,177,9,64,,,False,0.7894032889903257,0.8113967547173235,0.4730809206555473,4.988462565959938
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,10,62,,,False,0.6400999103045855,0.6285273980215925,0.35914969994341417,5.692736159491593
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,10,62,,,False,0.7325506669438613,0.7517046427824674,0.5628492336860301,4.701737537731942
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,10,62,,,False,0.8433706254337864,0.8399053226824834,0.6817675905458344,4.011575438390665
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,10,62,,,False,0.7947892520894082,0.8294036832364131,0.6716517721392641,4.074835662809606
TAP,SFvCSP,cluster,regression,biophys,mlp,all,179,10,62,,,False,0.8091016068921087,0.837050682633141,0.694568904465188,3.930061848528687
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,11,62,,,False,0.7713474313134342,0.7618966695827568,0.5452665870989142,4.718574217636947
TAP,SFvCSP,cluster,regression,biophys,mlp,50,50,11,62,,,False,0.7739444758160913,0.7755367285761899,0.5497640658883152,4.6951820272796905
TAP,SFvCSP,cluster,regression,biophys,mlp,100,100,11,62,,,False,0.7698093758312782,0.792082285235883,0.5398043823721554,4.7468291039375385
TAP,SFvCSP,cluster,regression,biophys,mlp,150,150,11,62,,,False,0.7703388703415286,0.7980693054057717,0.5208737974106614,4.843477853702192
TAP,SFvCSP,cluster,regression,biophys,mlp,all,179,11,62,,,False,0.7661533423081202,0.8029129305060747,0.5593500675994882,4.6449304020150315
TAP,SFvCSP,cluster,regression,biophys,mlp,25,25,12,62,,,False,0.6668766316426596,0.7212390196262864,0.43074867184835086,5.663726899759932
